,coil_no,YieldStrength,TensileStrength,TotalElongation,coil_thickness,steel_design_description,grade,grade_head,grade_tail,sample_direction,sample_location,c_amount,mn_amount,p_amount,s_amount,si_amount,cu_amount,ni_amount,cr_amount,mo_amount,al_amount,nb_amount,ca_amount,n_amount,ti_amount,v_amount,TF1_EXIT_AVG_BODY,TBC_thickness,TEMP_FM_ENTRY_AVG,TEMP_FM_EXIT_AVG,TEMP_COILING_AVG
5480,23B168961,52.3,64.3,35.27,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.917,0.009,0.0046,0.02,0.087,0.031,0.046,0.015,0.0335,0.001,0.0031,0.0091,0.001,0.005,1956.956,54.25212,1805.0,1551.0,1004.0
5481,23B168964,50.6,63.0,38.4,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.857,0.0069,0.004,0.019,0.1,0.036,0.04,0.013,0.0324,0.002,0.0015,0.0088,0.001,0.005,1947.182,54.25178,1799.0,1551.0,995.0
5482,23B168967,52.5,64.5,36.81,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.857,0.0069,0.004,0.019,0.1,0.036,0.04,0.013,0.0324,0.002,0.0015,0.0088,0.001,0.005,1942.988,54.25259,1797.0,1551.0,995.0
5483,23B168969,53.2,65.0,36.17,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.884,0.0108,0.0014,0.036,0.084,0.031,0.049,0.017,0.0321,0.002,0.0032,0.0069,0.001,0.005,1939.964,54.2464,1787.0,1553.0,1000.0
5484,23B168974,54.6,66.5,32.3,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.884,0.0108,0.0014,0.036,0.084,0.031,0.049,0.017,0.0321,0.002,0.0032,0.0069,0.001,0.005,1959.71,54.25014,1783.0,1558.0,1007.0
5485,23B168977,53.2,65.7,31.7,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.065,0.902,0.0097,0.0075,0.016,0.11,0.036,0.048,0.018,0.0222,0.002,0.0024,0.0069,0.001,0.005,1976.954,54.2426,1805.0,1549.0,1007.0
5486,23B168983,53.8,64.3,39.99,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.065,0.902,0.0097,0.0075,0.016,0.11,0.036,0.048,0.018,0.0222,0.002,0.0024,0.0069,0.001,0.005,1961.384,54.24977,1808.0,1549.0,1002.0
5487,23B168985,49.05,62.4,40.625,0.368999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.05,0.869,0.0058,0.0049,0.01,0.104,0.039,0.045,0.013,0.0307,0.001,0.0019,0.0086,0.001,0.005,1987.844,54.23484,1797.0,1551.0,995.0
5488,23B168990,51.4,62.6,39.67,0.306499987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.05,0.869,0.0058,0.0049,0.01,0.104,0.039,0.045,0.013,0.0307,0.001,0.0019,0.0086,0.001,0.005,1979.672,49.31406,1808.0,1547.0,1022.0
5489,23B168993,53.5,63.4,39.92,0.306499987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.909,0.0093,0.0036,0.022,0.119,0.037,0.057,0.019,0.0273,0.003,0.004,0.0059,0.001,0.005,2023.61,49.28945,1817.0,1554.0,1018.0
5490,23B169002,54.3,64.3,32.76,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.879,0.0061,0.0039,0.015,0.125,0.046,0.05,0.014,0.0319,0.002,0.0017,0.0081,0.001,0.005,2023.034,49.28903,1823.0,1549.0,996.0
5491,23B169007,53.6,65.1,35.21,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.879,0.0061,0.0039,0.015,0.125,0.046,0.05,0.014,0.0319,0.002,0.0017,0.0081,0.001,0.005,2026.742,49.28673,1815.0,1553.0,1000.0
5492,23B169010,55.2,66.0,33.75,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.904,0.0092,0.0034,0.008,0.117,0.038,0.048,0.018,0.0258,0.002,0.0026,0.0069,0.001,0.005,2024.942,49.2882,1817.0,1554.0,1014.0
5493,23B169016,54.2,65.6,31.3,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.904,0.0092,0.0034,0.008,0.117,0.038,0.048,0.018,0.0258,0.002,0.0026,0.0069,0.001,0.005,2024.996,49.28751,1817.0,1549.0,1004.0
5494,23B169019,55.3,65.7,31.71,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.889,0.0062,0.0044,0.022,0.125,0.043,0.047,0.014,0.0319,0.004,0.0017,0.0067,0.001,0.005,1978.574,49.31006,1808.0,1547.0,998.0
5495,23B169024,53.8,67.0,29.37,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.889,0.0062,0.0044,0.022,0.125,0.043,0.047,0.014,0.0319,0.004,0.0017,0.0067,0.001,0.005,1958.486,44.38881,1815.0,1554.0,993.0
5496,23B169027,53.4,66.0,31.72,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.856,0.005,0.0017,0.027,0.121,0.04,0.039,0.014,0.0327,0.003,0.0015,0.0077,0.001,0.005,2005.952,44.36641,1821.0,1556.0,1004.0
5497,23B169033,52.2,65.7,34.18,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.856,0.005,0.0017,0.027,0.121,0.04,0.039,0.014,0.0327,0.003,0.0015,0.0077,0.001,0.005,2014.988,44.36584,1846.0,1551.0,1002.0
5499,23B169040,51.8,66.2,29.54,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.058,0.862,0.0077,0.0025,0.017,0.121,0.038,0.047,0.017,0.0274,0.001,0.0028,0.0073,0.001,0.005,2085.674,44.33515,1869.0,1554.0,1004.0
5500,23B169044,54.3,66.3,31.19,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0081,0.0021,0.027,0.123,0.04,0.044,0.017,0.0279,0.001,0.0024,0.0059,0.001,0.005,2090.858,44.33435,1882.0,1549.0,1000.0
5501,23B169049,48.7,64.7,28.48,0.182099997997284,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0081,0.0021,0.027,0.123,0.04,0.044,0.017,0.0279,0.001,0.0024,0.0059,0.001,0.005,2106.77,44.32355,1864.0,1554.0,1004.0
5502,23B169051,49.4,62.2,42.43,0.616400003433228,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0081,0.0021,0.027,0.123,0.04,0.044,0.017,0.0279,0.001,0.0024,0.0059,0.001,0.005,2084.45,54.17242,1869.0,1578.0,1032.0
6081,23B171022,53.1,66.3,36.03,0.494300007820129,06MN40 550000,06MN40,[],[],T,T,0.07,0.87,0.0082,0.0022,0.028,0.113,0.048,0.04,0.013,0.0364,0.001,0.0019,0.0112,0.001,0.005,2122.79,54.16112,1887.0,1574.0,996.0
6082,23B171023,57.8,68.7,37.42,0.494300007820129,06MN40 550000,06MN40,[],[],T,T,0.07,0.87,0.0082,0.0022,0.028,0.113,0.048,0.04,0.013,0.0364,0.001,0.0019,0.0112,0.001,0.005,2135.246,54.14168,1922.0,1544.0,930.0
6083,23B171028,54.1,65.0,32.18,0.368999987840652,06MN40 550000,06MN40,[],[],T,T,0.057,0.899,0.0073,0.0015,0.021,0.133,0.049,0.042,0.015,0.0316,0.002,0.0018,0.0092,0.001,0.005,2117.642,54.17184,1889.0,1549.0,1005.0
6084,23B171035,51.0,63.5,34.14,0.307000011205673,06MN40 550000,06MN40,[],[],T,T,0.057,0.899,0.0073,0.0015,0.021,0.133,0.049,0.042,0.015,0.0316,0.002,0.0018,0.0092,0.001,0.005,2076.908,49.27001,1887.0,1551.0,1018.0
6085,23B171037,52.9,64.3,32.76,0.307099997997284,06MN40 550000,06MN40,[],[],T,T,0.055,0.855,0.0074,0.0031,0.018,0.114,0.047,0.044,0.009,0.0355,0.001,0.003,0.0095,0.0,0.004,2096.168,49.25965,1889.0,1551.0,993.0
6086,23B171042,53.2,65.3,30.62,0.307099997997284,06MN40 550000,06MN40,[],[],T,T,0.055,0.855,0.0074,0.0031,0.018,0.114,0.047,0.044,0.009,0.0355,0.001,0.003,0.0095,0.0,0.004,2109.974,49.25097,1896.0,1538.0,1002.0
6087,23B171045,53.1,65.6,31.32,0.306499987840652,06MN40 550000,06MN40,[],[],T,T,0.054,0.924,0.0074,0.0024,0.021,0.127,0.048,0.045,0.014,0.0382,0.001,0.0017,0.0095,0.001,0.005,2110.28,49.25426,1898.0,1549.0,996.0
6088,23B171047,55.5,66.7,31.05,0.244100004434586,06MN40 550000,06MN40,[],[],T,T,0.054,0.924,0.0074,0.0024,0.021,0.127,0.048,0.045,0.014,0.0382,0.001,0.0017,0.0095,0.001,0.005,2110.586,49.25487,1898.0,1551.0,993.0
6089,23B171054,53.5,65.4,29.92,0.244000002741814,06MN40 550000,06MN40,[],[],T,T,0.055,0.917,0.0087,0.0016,0.028,0.104,0.043,0.048,0.008,0.041,0.001,0.003,0.0092,0.001,0.005,2114.384,49.25193,1873.0,1551.0,1000.0
6090,23B171057,54.1,65.9,30.82,0.244100004434586,06MN40 550000,06MN40,[],[],T,T,0.055,0.917,0.0087,0.0016,0.028,0.104,0.043,0.048,0.008,0.041,0.001,0.003,0.0092,0.001,0.005,2101.748,49.25267,1877.0,1547.0,1005.0
6091,23B171062,53.1,64.1,31.6,0.244000002741814,06MN40 550000,06MN40,[],[],T,T,0.056,0.877,0.0069,0.0046,0.009,0.128,0.048,0.049,0.015,0.0309,0.002,0.002,0.0089,0.0,0.005,2135.822,49.24159,1909.0,1547.0,1005.0
6092,23B171069,51.4,63.9,32.34,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.877,0.0069,0.0046,0.009,0.128,0.048,0.049,0.015,0.0309,0.002,0.002,0.0089,0.0,0.005,2137.154,49.24148,1907.0,1551.0,1002.0
6093,23B171071,52.9,64.0,33.48,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.908,0.0069,0.0038,0.014,0.107,0.042,0.046,0.008,0.0388,0.001,0.003,0.0087,0.001,0.005,2136.002,49.24237,1911.0,1549.0,1002.0
6094,23B171075,51.4,64.2,30.97,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.908,0.0069,0.0038,0.014,0.107,0.042,0.046,0.008,0.0388,0.001,0.003,0.0087,0.001,0.005,2128.244,49.24853,1905.0,1547.0,1005.0
6095,23B171078,51.5,63.0,31.14,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.924,0.0073,0.0027,0.02,0.119,0.049,0.044,0.013,0.0372,0.0,0.0021,0.0093,0.001,0.005,2130.98,49.24595,1905.0,1547.0,995.0
6096,23B171084,53.1,64.0,29.84,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.924,0.0073,0.0027,0.02,0.119,0.049,0.044,0.013,0.0372,0.0,0.0021,0.0093,0.001,0.005,2141.132,44.32032,1907.0,1553.0,1000.0
6097,23B171088,54.4,66.0,29.29,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.938,0.0082,0.002,0.026,0.116,0.044,0.05,0.008,0.0205,0.001,0.0033,0.0084,0.001,0.005,2139.71,44.32233,1898.0,1553.0,995.0
6100,23B171095,55.5,67.3,29.38,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.896,0.0075,0.0044,0.014,0.121,0.051,0.047,0.013,0.0339,0.0,0.0015,0.0098,0.001,0.005,2170.31,44.31174,1895.0,1553.0,1000.0
6101,23B171098,48.0,60.6,43.31,0.994099974632263,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.896,0.0075,0.0044,0.014,0.121,0.051,0.047,0.013,0.0339,0.0,0.0015,0.0098,0.001,0.005,2172.38,54.1461,1913.0,1619.0,1101.0
6102,23B171100,52.3,65.1,32.18,0.244200006127357,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.912,0.0064,0.0032,0.02,0.125,0.044,0.041,0.008,0.0328,0.001,0.0027,0.0092,0.001,0.004,2145.596,49.24207,1898.0,1571.0,1016.0
6388,23B171800,55.3,68.6,30.96,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.901,0.0062,0.0004,0.027,0.126,0.062,0.061,0.014,0.0291,0.002,0.003,0.0132,0.001,0.005,2057.27,49.24588,1848.0,1603.0,1009.0
6389,23B171804,56.0,69.8,30.51,0.372999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.901,0.0062,0.0004,0.027,0.126,0.062,0.061,0.014,0.0291,0.002,0.003,0.0132,0.001,0.005,2028.884,54.21494,1841.0,1626.0,993.0
6390,23B171805,53.7,68.3,28.3,0.372999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.895,0.0063,0.0,0.036,0.103,0.054,0.06,0.016,0.0324,0.001,0.0017,0.0096,0.001,0.005,2007.05,54.21414,1823.0,1599.0,995.0
6391,23B171808,53.7,67.7,29.81,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.895,0.0063,0.0,0.036,0.103,0.054,0.06,0.016,0.0324,0.001,0.0017,0.0096,0.001,0.005,2013.998,54.2179,1828.0,1599.0,1007.0
6392,23B171810,55.3,66.2,38.66,0.41499999165535,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.905,0.0072,0.0001,0.048,0.117,0.043,0.061,0.007,0.032,0.001,0.0023,0.0121,0.001,0.005,2035.67,54.20394,1832.0,1599.0,1014.0
6393,23B171814,51.4,65.5,37.5,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2022.656,54.21549,1833.0,1598.0,995.0
6394,23B171814,52.6,66.0,35.26,0.415100008249283,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2022.656,54.21549,1833.0,1598.0,995.0
6395,23B171817,55.6,69.0,28.58,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2051.168,44.3566,1850.0,1607.0,1005.0
6396,23B171817,53.45,67.0,32.255,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2051.168,44.3566,1850.0,1607.0,1005.0
6397,23B171818,55.7,69.0,31.42,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2058.44,44.35218,1841.0,1603.0,998.0
6398,23B171818,57.7,69.7,27.26,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2058.44,44.35218,1841.0,1603.0,998.0
6399,23B171819,55.5,68.2,31.32,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2046.452,44.35581,1835.0,1608.0,1004.0
6400,23B171819,57.1,69.3,26.11,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2046.452,44.35581,1835.0,1608.0,1004.0
6401,23B171820,52.5,67.8,29.98,0.181500002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.903,0.0083,0.0001,0.031,0.098,0.039,0.063,0.015,0.0374,0.001,0.0029,0.0125,0.001,0.004,2039.774,44.35953,1837.0,1605.0,1005.0
6448,23B172019,56.7,67.7,35.55,0.499700009822845,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.881,0.0074,0.0006,0.02,0.141,0.044,0.047,0.011,0.026,0.003,0.0029,0.0101,0.0,0.006,2132.222,59.07947,1884.0,1583.0,987.0
6449,23B172021,53.1,64.6,41.28,0.499099999666214,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.881,0.0074,0.0006,0.02,0.141,0.044,0.047,0.011,0.026,0.003,0.0029,0.0101,0.0,0.006,1982.552,59.14959,1801.0,1533.0,1020.0
6450,23B172022,54.4,66.1,24.75,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.881,0.0074,0.0006,0.02,0.141,0.044,0.047,0.011,0.026,0.003,0.0029,0.0101,0.0,0.006,1974.56,54.24228,1814.0,1556.0,1027.0
6451,23B172025,50.4,62.1,38.26,0.499099999666214,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,1.017,0.0086,0.0002,0.021,0.134,0.044,0.06,0.009,0.0322,0.002,0.0025,0.0121,0.001,0.005,1964.858,59.16863,1787.0,1549.0,1067.0
6452,23B172027,57.5,69.0,33.14,0.373100012540817,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,1.017,0.0086,0.0002,0.021,0.134,0.044,0.06,0.009,0.0322,0.002,0.0025,0.0121,0.001,0.005,1963.598,59.16798,1792.0,1535.0,996.0
6453,23B172032,55.9,66.3,30.2,0.186100006103516,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0056,0.0022,0.021,0.141,0.048,0.044,0.01,0.0352,0.003,0.0026,0.0081,0.001,0.005,1971.446,49.31979,1785.0,1542.0,995.0
6454,23B172033,52.2,63.1,39.27,0.49889999628067,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0056,0.0022,0.021,0.141,0.048,0.044,0.01,0.0352,0.003,0.0026,0.0081,0.001,0.005,1955.588,59.17428,1779.0,1544.0,1038.0
6455,23B172037,53.6,64.0,40.08,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.86,0.0056,0.0022,0.021,0.141,0.048,0.044,0.01,0.0352,0.003,0.0026,0.0081,0.001,0.005,1986.026,54.23707,1801.0,1545.0,1031.0
6456,23B172039,53.7,64.7,39.55,0.493999987840652,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.871,0.0112,0.0007,0.016,0.126,0.041,0.065,0.009,0.0272,0.002,0.0028,0.0087,0.001,0.005,1975.658,54.23892,1806.0,1544.0,1027.0
6457,23B172043,55.8,65.9,27.91,0.181600004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.871,0.0112,0.0007,0.016,0.126,0.041,0.065,0.009,0.0272,0.002,0.0028,0.0087,0.001,0.005,1972.31,44.38513,1794.0,1554.0,991.0
6458,23B172046,56.8,67.2,31.23,0.244100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.871,0.0112,0.0007,0.016,0.126,0.041,0.065,0.009,0.0272,0.002,0.0028,0.0087,0.001,0.005,1971.248,49.31381,1785.0,1556.0,1000.0
6459,23B172047,54.6,65.9,31.06,0.244000002741814,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.054,0.871,0.0112,0.0007,0.016,0.126,0.041,0.065,0.009,0.0272,0.002,0.0028,0.0087,0.001,0.005,1958.954,49.30767,1776.0,1549.0,1020.0
6460,23B172049,52.3,63.4,33.14,0.244100004434586,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.885,0.0081,0.004,0.018,0.146,0.044,0.044,0.011,0.0372,0.002,0.0029,0.0074,0.001,0.005,1968.8,49.31219,1792.0,1553.0,1005.0
6461,23B172051,54.0,65.6,30.34,0.186100006103516,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.061,0.885,0.0081,0.004,0.018,0.146,0.044,0.044,0.011,0.0372,0.002,0.0029,0.0074,0.001,0.005,1978.016,44.38035,1790.0,1547.0,995.0
6462,23B172056,53.9,64.4,29.25,0.181799992918968,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.896,0.0065,0.0044,0.026,0.132,0.042,0.045,0.011,0.0341,0.003,0.0026,0.0062,0.001,0.005,1988.078,44.38101,1796.0,1554.0,1009.0
6463,23B172059,52.8,64.7,31.05,0.186100006103516,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.055,0.896,0.0065,0.0044,0.026,0.132,0.042,0.045,0.011,0.0341,0.003,0.0026,0.0062,0.001,0.005,1983.218,44.37515,1790.0,1553.0,1004.0
6464,23B172063,53.1,63.8,33.05,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.835,0.0044,0.0045,0.023,0.146,0.055,0.027,0.012,0.0319,0.003,0.0022,0.0084,0.001,0.005,1968.278,49.32155,1794.0,1547.0,996.0
6465,23B172063,53.4,64.0,31.99,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.835,0.0044,0.0045,0.023,0.146,0.055,0.027,0.012,0.0319,0.003,0.0022,0.0084,0.001,0.005,1968.278,49.32155,1794.0,1547.0,996.0
6467,23B172070,51.5,62.4,43.85,0.499000012874603,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.886,0.0079,0.0038,0.02,0.121,0.042,0.048,0.009,0.0278,0.003,0.0023,0.0067,0.0,0.005,1977.44,54.23579,1790.0,1547.0,1000.0
6468,23B172073,45.1,61.7,26.51,0.499000012874603,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.062,0.886,0.0079,0.0038,0.02,0.121,0.042,0.048,0.009,0.0278,0.003,0.0023,0.0067,0.0,0.005,1976.576,54.23753,1787.0,1535.0,993.0
6469,23B172077,50.0,61.4,40.42,0.499000012874603,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.996,0.0083,0.0084,0.027,0.123,0.041,0.056,0.009,0.0349,0.002,0.0033,0.0031,0.001,0.005,1963.112,54.23517,1785.0,1533.0,1009.0
6470,23B172081,52.6,64.7,33.4,0.372999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.996,0.0083,0.0084,0.027,0.123,0.041,0.056,0.009,0.0349,0.002,0.0033,0.0031,0.001,0.005,1949.576,54.24267,1776.0,1545.0,998.0
6471,23B172084,51.9,63.2,33.81,0.372999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.85,0.0044,0.006,0.02,0.155,0.053,0.027,0.015,0.0395,0.003,0.002,0.0067,0.0,0.004,1946.93,54.24109,1779.0,1547.0,995.0
6472,23B172088,49.1,61.5,32.47,0.247999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.052,0.85,0.0044,0.006,0.02,0.155,0.053,0.027,0.015,0.0395,0.003,0.002,0.0067,0.0,0.004,1961.798,49.31568,1788.0,1551.0,1000.0
6473,23B172091,51.3,63.8,32.53,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.899,0.0084,0.0024,0.017,0.127,0.044,0.048,0.009,0.0337,0.002,0.0024,0.007,0.0,0.005,1981.256,49.30721,1781.0,1549.0,1005.0
6474,23B172094,53.0,64.3,29.77,0.186100006103516,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.899,0.0084,0.0024,0.017,0.127,0.044,0.048,0.009,0.0337,0.002,0.0024,0.007,0.0,0.005,1971.698,44.38586,1783.0,1554.0,998.0
6475,23B172096,53.6,65.3,30.6,0.186000004410744,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.899,0.0084,0.0024,0.017,0.127,0.044,0.048,0.009,0.0337,0.002,0.0024,0.007,0.0,0.005,1975.154,44.38352,1785.0,1554.0,995.0
6476,23B172099,52.1,65.0,29.72,0.186000004410744,06MN40 550000,06MN40,06MN40,06MN40,L,T,0.06,0.857,0.0073,0.0032,0.029,0.138,0.043,0.05,0.01,0.0307,0.003,0.0023,0.007,0.001,0.005,1980.896,44.37979,1776.0,1551.0,995.0
6477,23B172099,54.1,65.6,26.41,0.186000004410744,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.857,0.0073,0.0032,0.029,0.138,0.043,0.05,0.01,0.0307,0.003,0.0023,0.007,0.001,0.005,1980.896,44.37979,1776.0,1551.0,995.0
6484,23B172113,50.4,63.7,41.8,0.629199981689453,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.949,0.0054,0.005,0.017,0.126,0.042,0.042,0.008,0.0346,0.002,0.0032,0.0063,0.001,0.005,2096.888,54.16849,1868.0,1551.0,978.0
6485,23B172117,50.2,61.8,39.65,0.502900004386902,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.949,0.0054,0.005,0.017,0.126,0.042,0.042,0.008,0.0346,0.002,0.0032,0.0063,0.001,0.005,2091.992,54.1731,1889.0,1553.0,987.0
6486,23B172121,52.4,66.6,38.78,0.499000012874603,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.854,0.0071,0.0036,0.021,0.114,0.041,0.037,0.011,0.0203,0.001,0.0016,0.0114,0.0,0.004,2112.44,54.16464,1866.0,1558.0,987.0
6487,23B172126,56.9,69.2,36.11,0.499000012874603,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.059,0.854,0.0071,0.0036,0.021,0.114,0.041,0.037,0.011,0.0203,0.001,0.0016,0.0114,0.0,0.004,2132.582,54.14147,1900.0,1554.0,964.0
6488,23B172130,49.7,63.0,36.5,0.373100012540817,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.904,0.0066,0.002,0.022,0.123,0.041,0.042,0.008,0.0284,0.002,0.0026,0.0058,0.0,0.005,2125.4,54.16129,1904.0,1554.0,991.0
6489,23B172136,51.6,63.4,33.6,0.247999995946884,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.056,0.904,0.0066,0.002,0.022,0.123,0.041,0.042,0.008,0.0284,0.002,0.0026,0.0058,0.0,0.005,2117.138,49.24581,1911.0,1553.0,1002.0
6490,23B172138,53.2,64.3,31.88,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.852,0.0074,0.0024,0.021,0.133,0.045,0.044,0.013,0.0335,0.003,0.0017,0.0082,0.001,0.005,2128.73,49.24194,1904.0,1554.0,1000.0
6491,23B172144,54.9,63.8,31.04,0.248099997639656,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.057,0.852,0.0074,0.0024,0.021,0.133,0.045,0.044,0.013,0.0335,0.003,0.0017,0.0082,0.001,0.005,2104.52,49.2474,1895.0,1554.0,998.0
6492,23B172148,51.3,64.9,35.84,0.186000004410744,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.855,0.0069,0.0024,0.013,0.128,0.041,0.039,0.008,0.028,0.002,0.0025,0.0074,0.0,0.005,2069.78,49.26645,1889.0,1554.0,1004.0
6493,23B172154,54.6,66.7,27.02,0.181999996304512,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.063,0.855,0.0069,0.0024,0.013,0.128,0.041,0.039,0.008,0.028,0.002,0.0025,0.0074,0.0,0.005,2065.298,49.2713,1898.0,1554.0,1000.0
7505,23B176049,55.2,68.6,27.66,0.248999997973442,06MN40 550000,06MN40,06MN40,06MN40,T,T,0.06,0.882,0.0056,0.0021,0.014,0.142,0.043,0.046,0.007,0.0257,0.002,0.0025,0.006,0.0,0.005,2062.436,49.2764,1882.0,1544.0,1036.0
